,pm10,pm25,so2,co,o3,no2,categori
1685,61.0,84.0,63.0,14.0,31.0,59.0,SEDANG
1686,37.0,64.0,64.0,8.0,36.0,45.0,SEDANG
1687,36.0,67.0,63.0,8.0,39.0,42.0,SEDANG
1688,60.0,94.0,64.0,12.0,36.0,63.0,SEDANG
1689,53.0,75.0,65.0,9.0,22.0,59.0,SEDANG
1690,33.0,69.0,63.0,7.0,28.0,35.0,SEDANG
1691,49.0,73.0,64.0,9.0,27.0,50.0,SEDANG
1692,43.0,72.0,64.0,7.0,36.0,46.0,SEDANG
1693,26.0,60.0,64.0,6.0,29.0,42.0,SEDANG
1694,53.0,69.0,64.0,9.0,25.0,58.0,SEDANG
1695,46.0,61.0,63.0,9.0,23.0,54.0,SEDANG
1696,44.0,72.0,66.0,8.0,29.0,52.0,SEDANG
1697,58.0,87.0,64.0,10.0,28.0,52.0,SEDANG
1698,45.0,11.0,64.0,10.0,28.0,54.0,SEDANG
1699,53.0,11.0,64.0,9.0,34.0,53.0,SEDANG
1700,51.0,11.0,24.0,26.0,31.0,41.0,SEDANG
1701,100.0,102.0,54.0,25.0,37.0,25.0,TIDAK SEHAT
1702,67.0,92.60202721944128,54.0,22.0,40.0,22.0,SEDANG
1703,65.0,74.0,54.0,25.0,33.0,27.0,SEDANG
1704,64.0,67.0,54.0,21.0,35.0,22.0,SEDANG
1705,58.0,62.0,54.0,24.0,33.0,27.0,SEDANG
1706,50.0,56.0,54.0,21.0,36.0,19.0,SEDANG
1707,75.0,76.0,54.0,30.0,28.0,29.0,SEDANG
1708,59.0,62.0,49.0,20.0,33.0,23.0,SEDANG
1709,61.0,60.0,53.0,19.0,37.0,18.0,SEDANG
1710,58.0,62.0,53.0,20.0,41.0,20.0,SEDANG
1711,64.0,66.0,53.0,23.0,34.0,26.0,SEDANG
1712,58.0,64.0,54.0,21.0,33.0,25.0,SEDANG
1713,59.0,60.0,53.0,21.0,36.0,20.0,SEDANG
1714,78.0,76.0,53.0,29.0,43.0,30.0,SEDANG
1715,15.0,49.0,13.0,6.0,20.0,4.0,BAIK
1716,11.0,54.0,21.0,5.0,42.0,4.0,SEDANG
1717,11.0,54.0,26.0,4.0,50.0,5.0,SEDANG
1718,7.0,25.0,11.0,3.0,55.0,-0.2727673894810394,SEDANG
1719,11.0,37.0,24.0,3.0,49.0,3.0,BAIK
1720,10.0,43.0,18.0,3.0,52.0,5.0,SEDANG
1721,15.0,54.0,3.0,12.0,38.0,13.0,SEDANG
1722,15.0,53.0,16.0,10.0,26.0,14.0,SEDANG
1723,16.0,66.0,28.0,7.0,28.0,15.0,SEDANG
1724,17.0,74.0,25.0,13.0,25.0,13.0,SEDANG
1725,16.0,64.0,22.0,10.0,24.0,9.0,SEDANG
1726,17.0,62.0,34.0,8.0,21.0,9.0,SEDANG
1727,10.0,54.0,24.0,3.0,13.0,8.0,SEDANG
1728,8.0,32.0,22.0,3.0,20.0,7.0,BAIK
1729,11.0,32.0,15.0,6.0,25.0,14.0,BAIK
1730,8.0,24.0,13.0,4.0,28.0,8.0,BAIK
1731,10.0,51.0,14.0,7.0,26.0,13.0,SEDANG
1732,27.0,33.0,22.0,14.0,16.0,12.0,BAIK
1733,26.0,38.0,23.0,15.0,14.0,20.537049778521506,BAIK
1734,33.0,41.0,22.0,13.0,11.0,5.0,BAIK
1735,22.0,28.0,24.0,12.0,9.0,5.0,BAIK
1736,33.0,32.0,24.0,16.0,9.0,22.167953822918463,BAIK
1737,31.0,40.0,22.0,14.0,10.0,21.2080984096826,BAIK
1738,36.0,53.0,22.0,15.0,11.0,22.819537358395024,SEDANG
1739,39.0,46.0,21.0,14.0,12.0,21.279953790316085,BAIK
1740,49.0,63.0,23.0,20.0,14.0,17.0,SEDANG
1741,43.0,50.0,22.0,16.0,12.0,15.0,BAIK
1742,46.0,58.0,22.0,20.0,12.0,21.0,SEDANG
1743,41.0,55.0,24.0,15.0,12.0,11.0,SEDANG
1744,46.0,59.0,25.0,14.0,12.0,15.0,SEDANG
1745,49.0,61.0,26.0,13.0,14.0,12.0,SEDANG
1746,34.0,50.0,21.0,11.0,14.0,11.0,BAIK
1747,29.0,35.0,22.0,11.0,12.0,13.0,BAIK
1748,32.0,65.0,67.0,7.0,9.0,40.0,SEDANG
1749,19.0,52.0,67.0,6.0,9.0,33.0,SEDANG
1750,19.0,31.0,67.0,4.0,12.0,15.0,SEDANG
1751,30.0,45.0,67.0,7.0,10.0,22.0,SEDANG
1752,17.0,26.0,67.0,3.0,12.0,13.0,SEDANG
1753,26.0,47.0,68.0,4.0,11.0,17.0,SEDANG
1754,66.0,103.0,69.0,27.0,12.0,98.0,TIDAK SEHAT
1755,38.0,67.0,68.0,15.0,18.0,57.0,SEDANG
1756,42.0,69.0,69.0,11.0,11.0,29.0,SEDANG
1757,38.0,56.0,68.0,12.0,7.0,61.0,SEDANG
1758,14.0,26.0,68.0,3.0,11.0,15.0,SEDANG
1759,19.0,40.0,68.0,3.0,13.0,10.0,SEDANG
1760,21.0,52.0,69.0,4.0,13.0,14.0,SEDANG
1761,22.0,40.0,68.0,4.0,11.0,15.0,SEDANG
1762,18.0,40.0,68.0,6.0,10.0,21.0,SEDANG
1763,27.0,48.0,68.0,5.0,10.0,21.0,SEDANG
1764,27.0,37.0,68.0,6.0,10.0,30.0,SEDANG
1765,50.0,67.0,69.0,8.0,8.0,59.0,SEDANG
1766,18.0,35.0,68.0,5.0,8.0,27.0,SEDANG
1767,25.0,46.0,69.0,5.0,10.0,32.0,SEDANG
1768,23.0,53.0,26.0,5.0,11.0,30.0,SEDANG
1769,53.0,80.0,16.0,11.0,13.0,31.0,SEDANG
1770,52.0,78.0,12.0,15.0,11.0,45.0,SEDANG
1771,38.0,55.0,12.0,9.0,10.0,33.0,SEDANG
1772,52.0,79.0,12.0,11.0,11.0,52.0,SEDANG
1773,39.0,62.0,12.0,11.0,9.0,35.0,SEDANG
1774,53.0,83.0,12.0,10.0,11.0,36.0,SEDANG
1775,64.0,101.0,14.0,9.0,11.0,35.0,TIDAK SEHAT
1776,51.0,21.0,13.0,10.0,13.0,35.0,SEDANG
1777,35.0,10.0,13.0,5.0,12.0,13.0,BAIK
1778,29.0,11.0,6.0,13.0,10.0,18.0,BAIK
1779,33.90417629225335,28.0,54.0,18.0,13.0,10.0,SEDANG
1780,28.91993356058572,19.0,53.0,17.0,13.0,10.0,SEDANG
1781,25.444706966992506,15.0,53.0,15.0,17.0,11.0,SEDANG
1782,29.33293832620437,20.0,53.0,17.0,14.0,15.0,SEDANG
1783,26.28170407722937,17.0,53.0,15.0,18.0,12.0,SEDANG
1784,29.504028529708684,22.0,53.0,16.0,16.0,13.0,SEDANG
1785,69.79116234069713,77.0,54.0,45.0,19.0,33.0,SEDANG
1786,49.58780562454148,54.0,54.0,29.0,28.0,22.0,SEDANG
1787,39.74430148030779,37.0,54.0,22.0,17.0,23.0,SEDANG
1788,41.19995532187239,29.0,54.0,31.0,9.0,19.0,SEDANG
1789,26.556877098865538,16.0,54.0,15.0,14.0,13.0,SEDANG
1790,27.046423569398243,19.0,54.0,14.0,17.0,10.0,SEDANG
1791,28.233393112860252,22.0,54.0,14.0,19.0,12.0,SEDANG
1792,15.0,18.0,54.0,15.0,14.0,11.0,SEDANG
1793,26.0,21.0,54.0,18.0,15.0,14.0,SEDANG
1794,22.0,19.0,54.0,18.0,14.0,15.0,SEDANG
1795,26.0,21.0,54.0,18.0,17.0,15.0,SEDANG
1796,35.0,29.0,54.0,18.0,12.0,11.0,SEDANG
1797,24.0,22.0,54.0,16.0,13.0,10.0,SEDANG
1798,26.0,20.0,54.0,18.0,17.0,14.0,SEDANG
1799,34.0,20.0,22.0,17.0,14.0,16.0,BAIK
1800,48.0,35.0,22.0,22.0,19.0,22.0,BAIK
1801,50.0,30.0,21.0,25.0,18.0,24.0,BAIK
1802,38.0,22.0,21.0,23.0,15.0,21.0,BAIK
1803,39.0,27.0,21.0,14.0,15.0,12.0,BAIK
1804,42.0,26.0,21.0,14.0,14.0,10.0,BAIK
1805,44.0,29.0,21.0,11.0,17.0,14.0,BAIK
1806,50.0,33.0,23.0,9.0,20.0,13.0,BAIK
1807,53.0,37.0,23.0,12.0,19.0,14.0,SEDANG
1808,39.0,19.0,22.0,7.0,22.0,11.0,BAIK
1809,27.0,15.0,21.0,6.0,18.0,8.0,BAIK
1810,28.951705847181508,26.0,39.0,15.0,16.0,4.0,BAIK
1811,26.52941807538144,22.0,39.0,15.0,19.0,3.0,BAIK
1812,23.809876383012217,18.0,39.0,14.0,21.0,3.0,BAIK
1813,27.010880945062627,23.0,42.0,15.0,22.0,6.0,BAIK
1814,25.456037915633143,22.0,41.0,15.0,28.0,5.0,BAIK
1815,31.045960147510026,31.0,45.0,16.0,27.0,8.0,BAIK
1816,59.28265309611284,67.0,44.0,41.0,33.0,15.0,SEDANG
1817,40.29965451708461,48.0,40.0,24.0,41.0,12.0,BAIK
1818,39.65580779614474,50.0,43.0,19.0,39.0,12.0,BAIK
1819,39.001807365019175,43.0,40.0,21.0,24.0,8.0,BAIK
1820,31.238370241443246,33.0,42.0,15.0,26.0,4.0,BAIK
1821,28.10622445977425,25.0,42.0,15.0,21.0,4.0,BAIK
1822,34.511848304668824,36.0,45.0,15.0,17.0,6.0,BAIK
1823,31.181182848729485,31.0,42.0,15.0,20.0,4.0,BAIK
1824,33.08861325566504,34.0,44.0,16.0,22.0,5.0,BAIK
1825,32.09851678467612,35.0,42.0,16.0,30.0,6.0,BAIK
1826,32.47708291425815,37.0,42.0,16.0,34.0,7.0,BAIK
1827,25.60283924360649,29.0,18.0,15.0,29.0,5.0,BAIK
1828,20.557115678744825,20.0,51.0,4.0,29.0,5.0,SEDANG
1829,24.589975843568013,36.0,15.0,7.0,31.0,6.0,BAIK
1830,24.788874341715395,38.0,17.0,6.0,35.0,8.0,BAIK
1831,23.995272119322525,38.0,14.0,7.0,41.0,12.0,BAIK
1832,21.207218376962977,35.0,3.0,8.0,43.0,12.0,BAIK
1833,31.954709664415695,51.0,10.0,11.0,39.0,12.0,SEDANG
1834,26.929612330116896,43.0,9.0,7.0,33.0,9.0,BAIK
1835,33.359689230009835,51.0,7.0,10.0,24.0,11.0,SEDANG
1836,36.64482788948746,55.0,27.0,9.0,30.0,12.0,SEDANG
1837,27.806792434644592,40.0,26.0,6.0,30.0,12.0,BAIK
1838,35.19676096160828,51.0,32.0,8.0,28.0,11.0,SEDANG
1839,20.834935858383417,34.0,9.0,5.0,38.0,8.0,BAIK
1840,17.762027288312208,26.0,9.0,3.0,26.0,3.0,BAIK
1841,46.0,63.0,12.0,22.0,10.0,16.0,SEDANG
1842,30.0,38.0,12.0,21.0,11.0,18.0,BAIK
1843,43.0,57.0,14.0,23.0,11.0,24.0,SEDANG
1844,37.0,61.0,15.0,22.0,9.0,17.0,SEDANG
1845,26.0,56.0,10.0,20.0,8.0,11.0,SEDANG
1846,47.0,58.0,14.0,28.0,9.0,21.0,SEDANG
1847,33.0,46.0,13.0,24.0,7.0,19.0,BAIK
1848,30.0,46.0,12.0,24.0,7.0,19.0,BAIK
1849,20.0,26.0,9.0,23.0,7.0,19.0,BAIK
1850,39.0,58.0,30.216287561065457,19.0,12.0,25.0,SEDANG
1851,41.0,56.0,40.907943687422204,10.0,18.0,27.0,SEDANG
1852,45.0,58.0,19.0,13.0,13.0,25.0,SEDANG
1853,28.0,37.0,12.0,11.0,9.0,18.0,BAIK
1854,32.0,54.0,51.0,15.0,6.0,13.0,SEDANG
1855,34.0,51.0,62.0,15.0,8.0,23.0,SEDANG
1856,40.0,57.0,62.0,15.0,6.0,25.0,SEDANG
1857,33.0,55.0,33.666236330634504,14.0,7.0,25.0,SEDANG
1858,24.0,34.0,29.0,11.0,10.0,21.0,BAIK
1859,29.0,50.0,34.0,12.0,10.0,20.0,BAIK
1860,25.0,39.0,30.0,10.0,11.0,22.0,BAIK
1861,32.0,52.0,23.0,19.0,7.0,31.0,SEDANG
1862,31.0,51.0,28.0,17.0,7.0,29.0,SEDANG
1863,38.0,59.0,26.0,16.0,11.0,33.0,SEDANG
1864,52.0,73.0,25.0,22.0,10.0,38.0,SEDANG
1865,39.0,55.0,24.0,19.0,8.0,24.0,SEDANG
1866,42.0,59.0,32.0,16.0,7.0,28.0,SEDANG
1867,35.0,50.0,26.0,10.0,7.0,19.0,BAIK
1868,31.0,36.0,23.0,9.0,6.0,17.0,BAIK
1869,25.0,32.0,19.0,10.0,8.0,25.0,BAIK
1870,25.0,30.0,18.0,9.0,17.0,21.0,BAIK
1871,37.0,51.0,21.0,12.0,16.0,31.0,SEDANG
1872,48.0,60.0,25.0,13.0,12.0,13.0,SEDANG
1873,29.0,38.0,23.0,11.0,12.0,12.0,BAIK
1874,51.0,60.0,26.0,13.0,12.0,16.0,SEDANG
1875,37.0,48.0,24.0,10.0,11.0,14.0,BAIK
1876,29.0,51.0,22.0,11.0,10.0,16.0,SEDANG
1877,56.0,71.0,25.0,18.0,11.0,36.0,SEDANG
1878,32.0,37.0,24.0,12.0,11.0,17.0,BAIK
1879,29.0,36.0,24.0,11.0,10.0,19.0,BAIK
1880,22.0,23.0,21.0,11.0,12.0,17.0,BAIK
1881,47.0,56.0,23.0,16.0,14.0,15.0,SEDANG
1882,39.0,55.0,22.0,11.0,19.0,8.0,SEDANG
1883,44.0,55.0,24.0,11.0,14.0,10.0,SEDANG
1884,26.0,33.0,22.0,11.0,12.0,12.0,BAIK
1885,28.0,32.0,23.0,11.0,10.0,15.0,BAIK
1886,30.0,43.0,24.0,13.0,11.0,26.0,BAIK
1887,36.0,48.0,25.0,10.0,10.0,17.0,BAIK
1888,32.0,47.0,25.0,9.0,11.0,12.0,BAIK
1889,24.0,35.0,21.0,10.0,12.0,13.0,BAIK
1890,33.0,39.0,24.0,10.0,11.0,17.0,BAIK
1891,26.0,37.0,26.0,10.0,12.0,12.0,BAIK
1892,39.0,53.0,21.0,17.0,9.0,23.0,SEDANG
1893,36.0,52.0,24.0,14.0,9.0,22.0,SEDANG
1894,35.0,46.0,21.0,8.0,13.0,11.0,BAIK
1895,52.0,68.0,26.0,14.0,11.0,20.0,SEDANG
1896,47.0,57.0,24.0,15.0,11.0,35.0,SEDANG
1897,47.0,57.0,24.0,12.0,10.0,19.0,SEDANG
1898,29.0,49.0,22.0,7.0,9.0,14.0,BAIK
1899,33.0,36.0,22.0,7.0,9.0,13.0,BAIK
1900,27.0,30.0,21.0,8.0,12.0,12.0,BAIK
1901,21.689602294173298,26.0,20.0,6.0,20.0,11.0,BAIK
1902,51.0,41.0,20.0,8.0,16.0,10.0,SEDANG
1903,49.0,73.0,45.928305135086,8.0,10.0,27.0,SEDANG
1904,28.0,60.0,40.28158884445859,6.0,11.0,22.0,SEDANG
1905,38.0,69.0,44.975376194267085,8.0,13.0,35.0,SEDANG
1906,34.0,62.0,13.0,5.0,10.0,23.0,SEDANG
1907,41.0,68.0,13.0,7.0,9.0,35.0,SEDANG
1908,51.0,79.0,16.0,13.0,13.0,46.0,SEDANG
1909,51.0,71.0,13.0,8.0,10.0,38.0,SEDANG
1910,31.0,54.0,13.0,5.0,12.0,19.0,SEDANG
1911,20.0,51.0,14.0,8.0,13.0,26.0,SEDANG
1912,53.0,77.0,19.0,15.0,16.0,43.0,SEDANG
1913,29.0,63.0,11.0,8.0,23.0,9.0,SEDANG
1914,37.0,64.0,9.0,8.0,13.0,11.0,SEDANG
1915,36.0,59.0,8.0,8.0,10.0,18.0,SEDANG
1916,28.0,52.0,14.0,6.0,10.0,10.0,SEDANG
1917,35.0,56.0,11.0,9.0,10.0,33.0,SEDANG
1918,34.0,60.0,11.0,6.0,10.0,19.0,SEDANG
1919,33.0,59.0,14.0,7.0,11.0,16.0,SEDANG
1920,21.0,40.0,12.0,7.0,11.0,9.0,BAIK
1921,19.0,40.0,12.0,6.0,11.0,17.0,BAIK
1922,23.0,41.0,13.0,7.0,12.0,12.0,BAIK
1923,40.0,58.0,13.0,14.0,11.0,56.0,SEDANG
1924,33.0,51.0,14.0,13.0,8.0,48.0,SEDANG
1925,57.0,90.0,23.0,20.0,13.0,81.0,SEDANG
1926,51.0,75.0,22.0,14.0,11.0,59.0,SEDANG
1927,31.0,57.0,20.0,11.0,9.0,51.0,SEDANG
1928,42.0,63.0,23.0,14.0,8.0,63.0,SEDANG
1929,26.0,54.0,20.0,6.0,9.0,18.0,SEDANG
1930,23.0,46.0,23.0,5.0,9.0,18.040808580880885,BAIK
1931,25.0,40.0,24.0,10.0,9.0,27.0,BAIK
1932,23.0,38.0,22.0,8.0,17.0,16.299869508098425,BAIK
1933,32.0,55.0,23.0,10.0,18.0,16.0,SEDANG
1934,46.0,30.0,23.0,9.0,19.0,9.0,BAIK
1935,31.0,23.0,23.0,8.0,20.0,11.0,BAIK
1936,55.0,51.0,23.0,12.0,19.0,13.0,SEDANG
1937,45.0,27.0,24.0,7.0,17.0,11.0,BAIK
1938,35.0,28.0,23.0,9.0,12.0,8.0,BAIK
1939,55.0,43.0,22.0,18.0,21.0,11.0,SEDANG
1940,37.0,25.0,10.0,12.0,14.0,8.0,BAIK
1941,27.0,21.0,10.0,8.0,15.0,9.0,BAIK
1942,26.0,16.0,10.0,10.0,14.0,13.0,BAIK
1943,50.0,33.0,12.0,19.0,22.0,17.0,BAIK
1944,45.0,23.0,12.0,10.0,30.0,17.0,BAIK
1945,48.0,21.0,11.0,11.0,19.0,11.0,BAIK
1946,30.0,22.0,11.0,10.0,12.0,12.0,BAIK
1947,26.0,14.0,13.0,8.0,14.0,11.0,BAIK
1948,32.0,23.0,12.0,10.0,14.0,9.0,BAIK
1949,34.0,23.0,13.0,8.0,16.0,10.0,BAIK
1950,33.0,20.0,14.0,8.0,15.0,11.0,BAIK
1951,22.0,14.0,11.0,8.0,15.0,9.0,BAIK
1952,27.0,16.0,12.0,8.0,17.0,9.0,BAIK
1953,27.0,16.0,12.0,10.0,18.0,9.0,BAIK
1954,39.0,22.0,12.0,14.0,15.0,11.0,BAIK
1955,31.0,14.0,12.0,16.0,11.0,10.0,BAIK
1956,52.0,35.0,15.0,18.0,18.0,14.0,SEDANG
1957,54.0,30.0,12.0,13.0,17.0,12.0,SEDANG
1958,46.0,33.0,14.0,15.0,15.0,11.0,BAIK
1959,49.0,27.0,13.0,17.0,12.0,9.0,BAIK
1960,26.0,20.0,12.0,7.0,14.0,8.0,BAIK
1961,27.0,18.0,13.0,6.0,12.0,7.0,BAIK
1962,27.0,12.0,11.0,10.0,13.0,10.0,BAIK
1963,50.0,52.0,12.0,9.0,22.0,10.0,SEDANG
1964,33.0,14.0,12.0,9.0,26.0,13.0,BAIK
1965,30.342664430650036,48.0,12.0,6.0,26.0,7.0,BAIK
1966,18.478780280232073,26.0,13.0,4.0,28.0,4.0,BAIK
1967,31.668000900927193,46.0,22.0,8.0,26.0,8.0,BAIK
1968,23.5733650478243,33.0,25.0,4.0,28.0,8.0,BAIK
1969,19.170987109852618,26.0,4.0,4.0,16.0,8.776448925853108,BAIK
1970,32.215780639303766,46.0,15.0,8.0,17.0,15.543744485800033,BAIK
1971,9.0,43.0,21.0,4.0,20.0,4.0,BAIK
1972,10.0,35.0,12.0,4.0,22.0,5.0,BAIK
1973,14.0,29.0,3.0,6.0,31.0,7.0,BAIK
1974,20.0,74.0,12.0,13.0,29.0,15.0,SEDANG
1975,19.0,60.0,10.0,6.0,36.0,10.0,SEDANG
1976,14.0,56.0,14.0,5.0,25.0,9.0,SEDANG
1977,10.0,35.0,8.0,5.0,21.0,5.0,BAIK
1978,12.0,33.0,17.0,5.0,24.0,6.0,BAIK
1979,41.0,51.0,19.0,10.0,14.0,27.0,SEDANG
1980,41.0,47.0,18.0,9.0,15.0,20.0,BAIK
1981,38.0,45.0,19.0,9.0,16.0,24.0,BAIK
1982,54.0,73.0,26.0,17.0,11.0,40.0,SEDANG
1983,40.0,47.0,27.0,13.0,10.0,26.0,BAIK
1984,41.0,53.0,37.0,14.0,11.0,31.0,SEDANG
1985,35.0,50.0,30.0,13.0,11.0,29.0,BAIK
1986,33.0,48.0,31.0,12.0,10.0,34.0,BAIK
1987,38.0,52.0,33.0,12.0,11.0,25.0,SEDANG
1988,31.0,38.0,29.0,11.0,13.0,26.0,BAIK
1989,36.0,51.0,29.0,13.0,12.0,35.0,SEDANG
1990,54.0,74.0,37.0,16.0,16.0,43.0,SEDANG
1991,56.0,74.0,35.0,18.0,9.0,39.0,SEDANG
1992,44.0,68.0,35.0,13.0,9.0,30.0,SEDANG
1993,34.0,54.0,33.0,12.0,7.0,19.0,SEDANG
1994,42.0,67.0,36.0,18.0,10.0,26.0,SEDANG
1995,44.0,56.52319471372876,33.0,16.0,6.0,28.02296991780633,BAIK
1996,48.0,67.49921571878437,37.16966400955149,15.50677765732891,24.571280961694253,25.35515075853954,BAIK
1997,53.0,73.0,32.0,28.0,6.0,26.0,SEDANG
1998,42.0,50.0,31.0,11.0,10.0,22.0,BAIK
1999,51.0,72.0,40.0,20.0,9.0,30.0,SEDANG
2000,50.0,63.0,33.0,22.0,9.0,31.0,SEDANG
2001,56.0,70.0,48.0,21.0,8.0,30.0,SEDANG
2002,42.0,55.0,28.0,15.0,14.0,28.0,SEDANG
2003,47.0,66.0,38.0,19.0,5.0,31.0,SEDANG
2004,45.0,57.0,30.0,17.0,7.0,30.0,SEDANG
2005,54.0,85.0,36.0,26.0,12.0,50.0,SEDANG
2006,44.0,57.0,33.0,13.0,10.0,23.0,SEDANG
2007,51.0,33.0,20.0,6.0,17.0,7.0,SEDANG
2008,38.0,35.0,20.0,5.0,19.0,9.0,BAIK
2009,39.0,37.0,20.0,5.0,21.0,10.0,BAIK
2010,52.0,61.0,21.0,7.0,16.0,10.0,SEDANG
2011,42.0,42.0,23.0,7.0,11.0,14.0,BAIK
2012,40.0,51.0,21.0,4.0,14.0,11.0,SEDANG
2013,35.0,44.0,21.0,6.0,15.0,15.0,BAIK
2014,42.0,50.0,21.0,6.0,14.0,9.0,BAIK
2015,34.0,33.0,22.0,4.0,15.0,9.0,BAIK
2016,36.0,35.0,21.0,3.0,15.0,10.0,BAIK
2017,34.0,37.0,22.0,4.0,15.0,11.0,BAIK
2018,53.0,71.0,30.0,5.0,19.0,7.0,SEDANG
2019,65.0,79.0,31.0,4.0,20.0,13.0,SEDANG
2020,56.0,70.0,31.0,2.0,17.0,11.0,SEDANG
2021,37.0,51.0,29.0,12.772567042200063,9.0,17.0,SEDANG
2022,39.0,56.0,29.0,13.459009123644236,8.0,21.0,SEDANG
2023,49.0,69.0,31.0,29.0,7.0,50.0,SEDANG
2024,55.97607846085759,67.0,31.0,29.0,8.0,29.0,SEDANG
2025,55.0,38.0,18.0,10.0,24.0,15.0,SEDANG
2026,36.0,49.0,29.0,14.0,10.0,15.0,BAIK
2027,25.0,29.0,28.0,15.0,12.0,12.0,BAIK
2028,32.0,52.0,29.0,15.0,13.0,9.0,SEDANG
2029,37.0,53.0,29.0,13.0,16.0,8.0,SEDANG
2030,37.0,50.0,28.0,13.0,17.0,8.0,BAIK
2031,39.0,53.0,28.0,14.0,18.0,9.0,SEDANG
2032,46.0,56.0,28.0,21.0,13.0,15.0,SEDANG
2033,39.0,47.0,28.0,15.0,15.0,9.0,BAIK
2034,35.0,39.0,28.0,16.0,11.0,13.0,BAIK
2035,51.0,61.0,28.0,20.0,13.0,16.0,SEDANG
2036,54.0,60.0,28.0,16.0,15.0,12.0,SEDANG
2037,37.0,49.0,28.0,16.0,12.0,13.0,BAIK
2038,20.0,21.0,28.0,12.0,12.0,12.0,BAIK
2039,26.0,30.0,28.0,13.0,12.0,13.0,BAIK
2040,22.0,25.0,28.0,12.0,12.0,12.0,BAIK
2041,26.0,58.0,58.0,11.0,20.0,24.0,SEDANG
2042,57.0,94.0,59.0,18.0,26.0,26.0,SEDANG
2043,24.0,53.0,59.0,10.0,24.0,14.0,SEDANG
2044,19.0,46.0,31.250110957427438,10.926798191590066,23.57227197925344,18.990184269524672,BAIK
2045,39.0,65.0,60.0,13.0,22.0,37.0,SEDANG
2046,59.0,99.0,60.0,19.0,23.0,59.0,SEDANG
2047,29.0,52.0,58.0,7.0,16.0,10.0,SEDANG
2048,42.0,72.0,60.0,9.0,17.0,25.0,SEDANG
2049,35.0,58.0,34.51529386526117,13.462854047023384,24.16781786668571,22.507835742110913,SEDANG
2050,42.0,67.0,35.9228491762553,14.82080935009886,25.631243649717856,24.20783501023392,SEDANG
2051,59.0,87.0,39.35157907420791,17.995668371388675,28.589568439190337,28.256658080998758,SEDANG
2052,40.0,64.0,59.0,16.0,22.0,46.0,SEDANG
2053,50.0,86.0,63.0,12.0,22.0,35.0,SEDANG
2054,40.0,63.0,58.0,11.0,12.0,32.0,SEDANG
2055,42.0,65.0,59.0,6.0,8.0,20.0,SEDANG
2056,32.0,53.0,58.0,8.0,8.0,29.76768125974445,SEDANG
2057,39.0,70.0,57.0,11.0,7.0,37.0,SEDANG
2058,20.0,40.0,55.0,7.0,13.0,21.0,SEDANG
2059,23.0,39.0,17.0,6.0,17.0,15.0,BAIK
2060,35.0,56.0,26.0,7.0,15.0,35.0,SEDANG
2061,42.0,66.0,21.0,11.0,15.0,38.0,SEDANG
2062,56.0,87.0,19.0,11.0,13.0,27.0,SEDANG
2063,52.0,73.0,20.0,12.0,11.0,36.0,SEDANG
2064,43.0,65.0,21.0,12.0,15.0,24.0,SEDANG
2065,39.0,62.0,19.0,18.0,10.0,56.0,SEDANG
2066,56.0,84.0,21.0,16.0,15.0,34.0,SEDANG
2067,56.0,92.0,21.0,25.0,11.0,93.0,SEDANG
2068,33.0,53.0,19.0,13.0,8.0,29.0,SEDANG
2069,17.0,26.0,18.0,4.0,10.0,9.0,BAIK
2070,31.0,28.0,18.0,8.0,8.0,36.0,BAIK
2071,24.0,30.0,7.0,12.0,11.0,14.0,BAIK
2072,48.0,25.0,16.0,11.0,32.0,18.0,BAIK
2073,54.0,74.17418439942946,16.0,14.0,32.0,20.0,SEDANG
2074,37.0,32.0,15.0,10.0,30.0,16.0,BAIK
2075,26.0,25.0,15.0,8.0,19.0,19.0,BAIK
2076,26.0,41.0,29.0,13.0,11.0,15.0,BAIK
2077,47.172718060930265,63.0,32.0,17.0,15.0,8.0,SEDANG
2078,45.263927545296674,56.0,32.0,19.0,12.0,15.0,SEDANG
2079,48.97872093814857,63.0,32.0,19.0,10.0,15.0,SEDANG
2080,35.61894193603179,43.0,30.0,15.0,19.0,8.0,BAIK
2081,31.0,51.0,40.0,16.0,17.0,21.0,SEDANG
2082,54.0,61.0,35.0,19.0,9.0,18.0,SEDANG
2083,64.0,83.0,31.0,22.0,11.0,24.0,SEDANG
2084,41.0,59.0,28.0,20.0,11.0,10.0,SEDANG
2085,33.0,57.0,25.0,9.0,19.0,14.0,SEDANG
2086,41.0,68.0,24.0,13.0,17.0,21.0,SEDANG
2087,41.0,64.0,27.0,13.0,17.0,21.0,SEDANG
2088,54.0,84.0,35.0,15.0,16.0,45.0,SEDANG
2089,31.0,44.0,33.0,5.0,14.0,9.0,BAIK
2090,25.0,50.0,36.0,6.0,15.0,7.0,BAIK
2091,31.0,58.0,37.0,12.0,18.0,40.0,SEDANG
2092,35.0,56.0,41.0,10.0,16.0,18.0,SEDANG
2093,45.0,60.0,44.0,12.0,15.0,25.0,SEDANG
2094,49.0,69.0,44.0,13.0,16.0,27.0,SEDANG
2095,46.0,66.0,44.0,12.0,19.0,21.0,SEDANG
2096,57.0,85.0,48.0,14.0,19.0,28.0,SEDANG
2097,53.0,78.0,50.0,12.0,14.0,39.0,SEDANG
2098,47.0,71.0,51.0,9.0,12.0,42.0,SEDANG
2099,35.0,60.0,49.0,7.0,10.0,25.0,SEDANG
